Fecha,Estacion,Caudal
2015-12-04,BajadaDelAgrio,111.7
2015-12-04,PasodeIndios,305.5
2015-12-05,Andacollo,140.66
2015-12-05,BajadaDelAgrio,92.51
2015-12-05,PasodeIndios,330.33
2015-12-06,Andacollo,139.28
2015-12-06,BajadaDelAgrio,86.95
2015-12-06,PasodeIndios,384.2
2015-12-07,Andacollo,150.64
2015-12-07,BajadaDelAgrio,77.08
2015-12-07,PasodeIndios,410.28
2015-12-08,Andacollo,145.6
2015-12-08,BajadaDelAgrio,73.07
2015-12-08,PasodeIndios,367.71
2015-12-09,Andacollo,133.08
2015-12-09,BajadaDelAgrio,66.38
2015-12-09,PasodeIndios,351.5
2015-12-10,Andacollo,128.13
2015-12-10,BajadaDelAgrio,57.42
2015-12-10,PasodeIndios,357.01
2015-12-11,Andacollo,120.18
2015-12-11,BajadaDelAgrio,54.08
2015-12-11,PasodeIndios,360.5
2015-12-12,Andacollo,115.7
2015-12-12,BajadaDelAgrio,51.19
2015-12-12,PasodeIndios,334.82
2015-12-13,Andacollo,111.09
2015-12-13,BajadaDelAgrio,50.9
2015-12-13,PasodeIndios,311.46
2015-12-14,Andacollo,104.02
2015-12-14,BajadaDelAgrio,50.82
2015-12-14,PasodeIndios,289.4
2015-12-15,Andacollo,92.36
2015-12-15,BajadaDelAgrio,49.52
2015-12-15,PasodeIndios,270.18
2015-12-16,Andacollo,89.17
2015-12-16,BajadaDelAgrio,48.68
2015-12-16,PasodeIndios,258.15
2015-12-17,Andacollo,89.3
2015-12-17,BajadaDelAgrio,46.45
2015-12-17,PasodeIndios,244.44
2015-12-18,Andacollo,86.82
2015-12-18,BajadaDelAgrio,44.72
2015-12-18,PasodeIndios,233.4
2015-12-19,Andacollo,78.56
2015-12-19,BajadaDelAgrio,43.42
2015-12-19,PasodeIndios,219.55
2015-12-20,Andacollo,75.73
2015-12-20,BajadaDelAgrio,43.27
2015-12-20,PasodeIndios,207.55
2015-12-21,Andacollo,76.34
2015-12-21,BajadaDelAgrio,43.27
2015-12-21,PasodeIndios,202.42
2015-12-22,Andacollo,74.53
2015-12-22,BajadaDelAgrio,42.64
2015-12-22,PasodeIndios,196.32
2015-12-23,Andacollo,67.82
2015-12-23,BajadaDelAgrio,40.48
2015-12-23,PasodeIndios,184.85
2015-12-24,Andacollo,65.05
2015-12-24,BajadaDelAgrio,37.47
2015-12-24,PasodeIndios,177.78
2015-12-25,Andacollo,63.42
2015-12-25,BajadaDelAgrio,36.36
2015-12-25,PasodeIndios,176.39
2015-12-26,Andacollo,64.37
2015-12-26,BajadaDelAgrio,35.64
2015-12-26,PasodeIndios,172.59
2015-12-27,Andacollo,66.69
2015-12-27,BajadaDelAgrio,34.37
2015-12-27,PasodeIndios,167.77
2015-12-28,Andacollo,65.83
2015-12-28,BajadaDelAgrio,32.59
2015-12-28,PasodeIndios,160.9
2015-12-29,Andacollo,65.71
2015-12-29,BajadaDelAgrio,32.59
2015-12-29,PasodeIndios,156.73
2015-12-30,Andacollo,65.39
2015-12-30,BajadaDelAgrio,32.59
2015-12-30,PasodeIndios,153.64
2015-12-31,Andacollo,63.77
2015-12-31,BajadaDelAgrio,32.59
2015-12-31,PasodeIndios,154.88
2016-01-01,Andacollo,60.63
2016-01-01,BajadaDelAgrio,32.59
2016-01-01,PasodeIndios,158.31
2016-01-02,Andacollo,59.75
2016-01-02,BajadaDelAgrio,32.59
2016-01-02,PasodeIndios,149.68
2016-01-03,Andacollo,57.97
2016-01-03,BajadaDelAgrio,31.32
2016-01-03,PasodeIndios,144.71
2016-01-04,Andacollo,54.81
2016-01-04,BajadaDelAgrio,28.82
2016-01-04,PasodeIndios,137.71
2016-01-05,Andacollo,51.97
2016-01-05,BajadaDelAgrio,25.3
2016-01-05,PasodeIndios,132
2016-01-06,Andacollo,49.48
2016-01-06,BajadaDelAgrio,25.34
2016-01-06,PasodeIndios,130.17
2016-01-07,Andacollo,51.67
2016-01-07,BajadaDelAgrio,23.61
2016-01-07,PasodeIndios,126.47
2016-01-08,Andacollo,48.99
2016-01-08,BajadaDelAgrio,22.81
2016-01-08,PasodeIndios,132.41
2016-01-09,Andacollo,47.54
2016-01-09,BajadaDelAgrio,21.89
2016-01-09,PasodeIndios,136.03
2016-01-10,Andacollo,46.92
2016-01-10,BajadaDelAgrio,20.5
2016-01-10,PasodeIndios,127.47
2016-01-11,Andacollo,45.79
2016-01-11,BajadaDelAgrio,20.32
2016-01-11,PasodeIndios,120.5
2016-01-12,Andacollo,44.14
2016-01-12,BajadaDelAgrio,20
2016-01-12,PasodeIndios,114
2016-01-13,Andacollo,43.48
2016-01-13,BajadaDelAgrio,19.54
2016-01-13,PasodeIndios,108.3
2016-01-14,Andacollo,41.2
2016-01-14,BajadaDelAgrio,19.52
2016-01-14,PasodeIndios,104.43
2016-01-15,Andacollo,38.88
2016-01-15,BajadaDelAgrio,18.88
2016-01-15,PasodeIndios,99.25
2016-01-16,Andacollo,37.18
2016-01-16,BajadaDelAgrio,18.8
2016-01-16,PasodeIndios,96.69
2016-01-17,Andacollo,36.32
2016-01-17,BajadaDelAgrio,18.8
2016-01-17,PasodeIndios,96.48
2016-01-18,Andacollo,35.6
2016-01-18,BajadaDelAgrio,18.8
2016-01-18,PasodeIndios,95.92
2016-01-19,Andacollo,34.82
2016-01-19,BajadaDelAgrio,18.8
2016-01-19,PasodeIndios,93.82
2016-01-20,Andacollo,34.08
2016-01-20,BajadaDelAgrio,18.77
2016-01-20,PasodeIndios,93.62
2016-01-21,Andacollo,33.9
2016-01-21,BajadaDelAgrio,17.86
2016-01-21,PasodeIndios,92.77
2016-01-22,Andacollo,34.49
2016-01-22,BajadaDelAgrio,16.55
2016-01-22,PasodeIndios,87.46
2016-01-23,Andacollo,35.36
2016-01-23,BajadaDelAgrio,14.9
2016-01-23,PasodeIndios,82.6
2016-01-24,Andacollo,32.34
2016-01-24,BajadaDelAgrio,14.2
2016-01-24,PasodeIndios,80.32
2016-01-25,Andacollo,32.91
2016-01-25,BajadaDelAgrio,14.2
2016-01-25,PasodeIndios,80.14
2016-01-26,Andacollo,30.24
2016-01-26,BajadaDelAgrio,14.2
2016-01-26,PasodeIndios,80.65
2016-01-27,Andacollo,28.41
2016-01-27,BajadaDelAgrio,14.2
2016-01-27,PasodeIndios,82.04
2016-01-28,Andacollo,29.07
2016-01-28,BajadaDelAgrio,14.2
2016-01-28,PasodeIndios,80.32
2016-01-29,Andacollo,28.84
2016-01-29,BajadaDelAgrio,14.2
2016-01-29,PasodeIndios,80.14
2016-01-30,Andacollo,27.67
2016-01-30,BajadaDelAgrio,14.2
2016-01-30,PasodeIndios,79.65
2016-01-31,Andacollo,27.1
2016-01-31,BajadaDelAgrio,14.2
2016-01-31,PasodeIndios,77.3
2016-02-01,Andacollo,26.95
2016-02-01,BajadaDelAgrio,14.2
2016-02-01,PasodeIndios,74.83
2016-02-02,Andacollo,30.74
2016-02-02,BajadaDelAgrio,14.2
2016-02-02,PasodeIndios,72.88
2016-02-03,Andacollo,32.37
2016-02-03,BajadaDelAgrio,14.19
2016-02-03,PasodeIndios,75.18
2016-02-04,Andacollo,42.53
2016-02-04,BajadaDelAgrio,13.79
2016-02-04,PasodeIndios,88.39
2016-02-05,Andacollo,29.58
2016-02-05,BajadaDelAgrio,16.35
2016-02-05,PasodeIndios,100.07
2016-02-06,Andacollo,27.59
2016-02-06,BajadaDelAgrio,16.65
2016-02-06,PasodeIndios,85.76
2016-02-07,Andacollo,26.17
2016-02-07,BajadaDelAgrio,15.52
2016-02-07,PasodeIndios,80.02
2016-02-08,Andacollo,25.85
2016-02-08,BajadaDelAgrio,14.84
2016-02-08,PasodeIndios,76.83
2016-02-09,Andacollo,24.98
2016-02-09,BajadaDelAgrio,14.27
2016-02-09,PasodeIndios,75.52
2016-02-10,Andacollo,24.39
2016-02-10,BajadaDelAgrio,14.19
2016-02-10,PasodeIndios,88.99
2016-02-11,Andacollo,24.07
2016-02-11,BajadaDelAgrio,13.7
2016-02-11,PasodeIndios,99.85
2016-02-12,Andacollo,24
2016-02-12,BajadaDelAgrio,13.62
2016-02-12,PasodeIndios,73.86
2016-02-13,Andacollo,22.97
2016-02-13,BajadaDelAgrio,13.13
2016-02-13,PasodeIndios,65.81
2016-02-14,Andacollo,22.02
2016-02-14,BajadaDelAgrio,12.2
2016-02-14,PasodeIndios,63.7
2016-02-15,Andacollo,21.26
2016-02-15,BajadaDelAgrio,12.09
2016-02-15,PasodeIndios,63.13
2016-02-16,Andacollo,21.85
2016-02-16,BajadaDelAgrio,11.88
2016-02-16,PasodeIndios,61.13
2016-02-17,Andacollo,22.13
2016-02-17,BajadaDelAgrio,11.03
2016-02-17,PasodeIndios,59.44
2016-02-18,Andacollo,21.31
2016-02-18,BajadaDelAgrio,10.07
2016-02-18,PasodeIndios,58.89
2016-02-19,Andacollo,20.47
2016-02-19,BajadaDelAgrio,9.98
2016-02-19,PasodeIndios,57.39
2016-02-20,Andacollo,19.56
2016-02-20,BajadaDelAgrio,9.98
2016-02-20,PasodeIndios,57.25
2016-02-21,Andacollo,19.66
2016-02-21,BajadaDelAgrio,9.98
2016-02-21,PasodeIndios,56.86
2016-02-22,Andacollo,20.62
2016-02-22,BajadaDelAgrio,9.98
2016-02-22,PasodeIndios,55.4
2016-02-23,Andacollo,21.03
2016-02-23,BajadaDelAgrio,9.99
